artist,song,section,url,chord_progression
Aesop Rock,Daylight,Instrumental,http://www.hooktheory.com/theorytab/view/aesop-rock/daylight#instrumental,"4,1,2,1"
Aloe Blacc,The Man,Chorus,http://www.hooktheory.com/theorytab/view/aloe-blacc/the-man#chorus,"4,1,2,1"
Aloe Blacc,The Man,Intro,http://www.hooktheory.com/theorytab/view/aloe-blacc/the-man#intro,"4,1,2,1"
Kurt Vile,Jesus Fever,Verse,http://www.hooktheory.com/theorytab/view/kurt-vile/jesus-fever#verse,"4,1,2,4"
Jo Blankenburg,Gryphonheart,Instrumental,http://www.hooktheory.com/theorytab/view/jo-blankenburg/gryphonheart#instrumental,"4,1,2,6"
Manami Matsumae,Mega Man 10 - Nitro Rider,Intro,http://www.hooktheory.com/theorytab/view/manami-matsumae/mega-man-10---nitro-rider#intro,"4,1,2,6"
Florence and the Machine,Lover To Lover,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/florence-and-the-machine/lover-to-lover#pre-chorus-and-chorus,"4,1,2,6"
Luc Arbogast,Nausicaa,Verse,http://www.hooktheory.com/theorytab/view/luc-arbogast/nausicaa#verse,"4,1,2,6"
KSHMR and Marnik,Bazaar,Verse,http://www.hooktheory.com/theorytab/view/kshmr-and-marnik/bazaar#verse,"4,1,2,6"
KSHMR and Marnik,Bazaar,Intro,http://www.hooktheory.com/theorytab/view/kshmr-and-marnik/bazaar#intro,"4,1,2,6"
Dead Or Alive,You Spin Me Round (Like a Record),Chorus,http://www.hooktheory.com/theorytab/view/dead-or-alive/you-spin-me-round-%28like-a-record%29#chorus,"4,1,2,5"
Radiohead,Bullet Proof - I Wish I Was,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/radiohead/bullet-proof---i-wish-i-was#verse-and-pre-chorus,"4,1,3,4"
Citizen King,Better Days - And The Bottom Drops Out,Chorus,http://www.hooktheory.com/theorytab/view/citizen-king/better-days---and-the-bottom-drops-out#chorus,"4,1,3,4"
Birds of Tokyo,Plans,Verse,http://www.hooktheory.com/theorytab/view/birds-of-tokyo/plans#verse,"4,1,3,4"
Luigi Lusini,Wake Me Up I'm Dreaming,Chorus,http://www.hooktheory.com/theorytab/view/luigi-lusini/wake-me-up-im-dreaming#chorus,"4,1,3,4"
The Idan Raichel Project,Hakol Over,Chorus,http://www.hooktheory.com/theorytab/view/the-idan-raichel-project/hakol-over#chorus,"4,1,3,4"
The Band,The Weight,Verse,http://www.hooktheory.com/theorytab/view/the-band/the-weight#verse,"4,1,3,4"
Wilco,She's A Jar,Verse,http://www.hooktheory.com/theorytab/view/wilco/shes-a-jar#verse,"4,1,3,4"
Tame Impala,New Person Same Old Mistakes,Verse,http://www.hooktheory.com/theorytab/view/tame-impala/new-person-same-old-mistakes#verse,"4,1,3,4"
Perfume,Sweet Donuts,Verse,http://www.hooktheory.com/theorytab/view/perfume/sweet-donuts#verse,"4,1,3,4"
Danny L Harle,Super Natural ft Carly Rae Jepsen,Chorus,http://www.hooktheory.com/theorytab/view/danny-l-harle/super-natural-ft-carly-rae-jepsen#chorus,"4,1,3,4"
Basto,Again and Again,Chorus,http://www.hooktheory.com/theorytab/view/basto/again-and-again#chorus,"4,1,3,6"
GigaP and Reol,LUVORATORRRRRY,Verse,http://www.hooktheory.com/theorytab/view/gigap-and-reol/luvoratorrrrry#verse,"4,1,3,6"
Mazde feat LissA,Pitch Black,Intro,http://www.hooktheory.com/theorytab/view/mazde-feat-lissa/pitch-black#intro,"4,1,3,67"
Dschinghis Khan,Moskau,Verse,http://www.hooktheory.com/theorytab/view/dschinghis-khan/moskau#verse,"4,1,27,6"
Conor Maynard,Turn Around,Chorus,http://www.hooktheory.com/theorytab/view/conor-maynard/turn-around#chorus,"4,6,1,4"
Carolina Liar,Show Me What I'm Looking For,Intro,http://www.hooktheory.com/theorytab/view/carolina-liar/show-me-what-im-looking-for#intro,"4,6,1,4"
Carolina Liar,Show Me What I'm Looking For,Chorus,http://www.hooktheory.com/theorytab/view/carolina-liar/show-me-what-im-looking-for#chorus,"4,6,1,4"
Calvin Harris,I'm Not Alone,Instrumental,http://www.hooktheory.com/theorytab/view/calvin-harris/im-not-alone#instrumental,"4,6,1,4"
Miley Cyrus,Wrecking Ball,Pre-Chorus,http://www.hooktheory.com/theorytab/view/miley-cyrus/wrecking-ball#pre-chorus,"4,6,1,4"
Lunice,Fancy Fortie - Rustie Remix,Intro,http://www.hooktheory.com/theorytab/view/lunice/fancy-fortie---rustie-remix#intro,"4,6,1,4"
Jake Shanahan and Sebastien Lintz,Passion - Hardwell Edit,Chorus,http://www.hooktheory.com/theorytab/view/jake-shanahan-and-sebastien-lintz/passion---hardwell-edit#chorus,"4,6,1,4"
Oasis,Wonderwall,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/oasis/wonderwall#pre-chorus-and-chorus,"4,6,1,6"
Madonna,Nothing Really Matters,Verse,http://www.hooktheory.com/theorytab/view/madonna/nothing-really-matters#verse,"4,6,1,6"
Avicii,Levels,Verse,http://www.hooktheory.com/theorytab/view/avicii/levels#verse,"4,6,1,5"
Skrillex,Cinema Remix,Intro,http://www.hooktheory.com/theorytab/view/skrillex/cinema-remix#intro,"4,6,1,5"
Imogen Heap,Hide And Seek,Chorus,http://www.hooktheory.com/theorytab/view/imogen-heap/hide-and-seek#chorus,"4,6,1,5"
Nightwish,Last Of the Wilds,Intro and Verse,http://www.hooktheory.com/theorytab/view/nightwish/last-of-the-wilds#intro-and-verse,"4,6,1,5"
Josh Guru Project,Infinity 2008,Instrumental,http://www.hooktheory.com/theorytab/view/josh-guru-project/infinity-2008#instrumental,"4,6,1,5"
Steve Angello,Children Of The Wild,Chorus,http://www.hooktheory.com/theorytab/view/steve-angello/children-of-the-wild#chorus,"4,6,1,5"
Alphabeat,Vacation,Chorus,http://www.hooktheory.com/theorytab/view/alphabeat/vacation#chorus,"4,6,1,5"
Hudson Mohawke,Fuse,Pre-Chorus,http://www.hooktheory.com/theorytab/view/hudson-mohawke/fuse#pre-chorus,"4,6,1,5"
Tristam,My Friend,Bridge,http://www.hooktheory.com/theorytab/view/tristam/my-friend#bridge,"4,6,1,5"
Gershon Kingsley,Popcorn,Chorus,http://www.hooktheory.com/theorytab/view/gershon-kingsley/popcorn#chorus,"4,6,1,3"
JayKay - Lil Wayne - Rick Ross - Mack 10 ,Party Encore,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/jaykay---lil-wayne---rick-ross---mack-10-/party-encore#pre-chorus-and-chorus,"4,6,4,1"
The Living End,All Torn Down,Verse,http://www.hooktheory.com/theorytab/view/the-living-end/all-torn-down#verse,"4,6,4,1"
Regina Spektor,You've Got Time,Bridge,http://www.hooktheory.com/theorytab/view/regina-spektor/youve-got-time#bridge,"4,6,4,1"
Hudson Mohawke,Fuse,Chorus,http://www.hooktheory.com/theorytab/view/hudson-mohawke/fuse#chorus,"4,6,4,1"
Relient K,Be My Escape,Intro,http://www.hooktheory.com/theorytab/view/relient-k/be-my-escape#intro,"4,6,4,1"
Muse,Butterflies And Hurricanes,Chorus,http://www.hooktheory.com/theorytab/view/muse/butterflies-and-hurricanes#chorus,"4,6,4,1"
Aleks Syntek,Duele El Amor ft Ana Torroja,Verse,http://www.hooktheory.com/theorytab/view/aleks-syntek/duele-el-amor-ft-ana-torroja#verse,"4,6,4,6"
Blur,Colin Zeal,Chorus,http://www.hooktheory.com/theorytab/view/blur/colin-zeal#chorus,"4,6,4,6"
Carly Rae Jepsen,This Kiss,Intro,http://www.hooktheory.com/theorytab/view/carly-rae-jepsen/this-kiss#intro,"4,6,4,6"
Emerson Lake and Palmer,The Sheriff,Verse,http://www.hooktheory.com/theorytab/view/emerson-lake-and-palmer/the-sheriff#verse,"4,6,4,6"
Fall Out Boy,My Songs Know What You Did In The Dark,Verse,http://www.hooktheory.com/theorytab/view/fall-out-boy/my-songs-know-what-you-did-in-the-dark#verse,"4,6,4,6"
The Beatles,What You're Doing,Bridge,http://www.hooktheory.com/theorytab/view/the-beatles/what-youre-doing#bridge,"4,6,4,6"
Nirvana,Something in the Way,Chorus,http://www.hooktheory.com/theorytab/view/nirvana/something-in-the-way#chorus,"4,6,4,6"
Blind Guardian,Harvest of Sorrow,Pre-Chorus,http://www.hooktheory.com/theorytab/view/blind-guardian/harvest-of-sorrow#pre-chorus,"4,6,4,6"
Celia Cruz,La Vida Es Un Carnaval,Intro,http://www.hooktheory.com/theorytab/view/celia-cruz/la-vida-es-un-carnaval#intro,"4,6,4,6"
Michael Jackson,Billie Jean,Pre-Chorus,http://www.hooktheory.com/theorytab/view/michael-jackson/billie-jean#pre-chorus,"4,6,4,6"
System of a Down,Aerials,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/system-of-a-down/aerials#pre-chorus-and-chorus,"4,6,4,6"
Mat Zo,The Lost,Chorus,http://www.hooktheory.com/theorytab/view/mat-zo/the-lost#chorus,"4,6,4,6"
Paris Hilton,My BFF,Verse,http://www.hooktheory.com/theorytab/view/paris-hilton/my-bff#verse,"4,6,4,6"
Paris Hilton,My BFF,Bridge,http://www.hooktheory.com/theorytab/view/paris-hilton/my-bff#bridge,"4,6,4,6"
Sam Hulick,I Was Lost Without You - Mass Effect 3 OST,Intro and Verse,http://www.hooktheory.com/theorytab/view/sam-hulick/i-was-lost-without-you---mass-effect-3-ost#intro-and-verse,"4,6,4,6"
Tove Lo,Stay High - Habits Remix,Chorus,http://www.hooktheory.com/theorytab/view/tove-lo/stay-high---habits-remix#chorus,"4,6,4,6"
Lindsey Stirling,Beyond The Veil,Intro and Verse,http://www.hooktheory.com/theorytab/view/lindsey-stirling/beyond-the-veil#intro-and-verse,"4,6,4,6"
Tove Lo,Stay High - Habits Remix,Verse,http://www.hooktheory.com/theorytab/view/tove-lo/stay-high---habits-remix#verse,"4,6,4,6"
Avril Lavigne,When You're Gone,Intro,http://www.hooktheory.com/theorytab/view/avril-lavigne/when-youre-gone#intro,"4,6,4,6"
Carrie Underwood,Before He Cheats,Chorus,http://www.hooktheory.com/theorytab/view/carrie-underwood/before-he-cheats#chorus,"4,6,4,6"
Jamie Cullum,Don't stop the music,Chorus Lead-Out,http://www.hooktheory.com/theorytab/view/jamie-cullum/dont-stop-the-music#chorus-lead-out,"4,6,4,6"
Frost,Saline,Chorus,http://www.hooktheory.com/theorytab/view/frost/saline#chorus,"4,6,4,6"
Pink Floyd,What Do You Want From Me,Verse,http://www.hooktheory.com/theorytab/view/pink-floyd/what-do-you-want-from-me#verse,"4,6,4,6"
Nathan Ford,Apologies for the Rain,Verse,http://www.hooktheory.com/theorytab/view/nathan-ford/apologies-for-the-rain#verse,"4,6,4,6"
Sylver,Turn the tide,Instrumental,http://www.hooktheory.com/theorytab/view/sylver/turn-the-tide#instrumental,"4,6,4,6"
Sylver,Turn the tide,Verse,http://www.hooktheory.com/theorytab/view/sylver/turn-the-tide#verse,"4,6,4,6"
Mandopony,Survive the Night,Chorus,http://www.hooktheory.com/theorytab/view/mandopony/survive-the-night#chorus,"4,6,4,6"
Nhato,Miss You,Bridge,http://www.hooktheory.com/theorytab/view/nhato/miss-you#bridge,"4,6,4,6"
Eisley,Marvelous Things,Verse,http://www.hooktheory.com/theorytab/view/eisley/marvelous-things#verse,"4,6,4,6"
SCORPIONS,Rock You Like a Hurricane,Verse,http://www.hooktheory.com/theorytab/view/scorpions/rock-you-like-a-hurricane#verse,"4,6,4,6"
San Holo,We Rise,Intro,http://www.hooktheory.com/theorytab/view/san-holo/we-rise#intro,"4,6,4,6"
Lana Del Rey,Dark Paradise,Verse,http://www.hooktheory.com/theorytab/view/lana-del-rey/dark-paradise#verse,"4,6,4,6"
ZUN,Illusionary Joururi,Pre-Chorus,http://www.hooktheory.com/theorytab/view/zun/illusionary-joururi#pre-chorus,"4,6,4,6"
Neutral Milk Hotel,Oh Comely,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/neutral-milk-hotel/oh-comely#verse-and-pre-chorus,"4,6,4,6"
ZUN,Player's Score,Intro and Verse,http://www.hooktheory.com/theorytab/view/zun/players-score#intro-and-verse,"4,6,4,6"
Wan Wan,Diva's Device,Intro,http://www.hooktheory.com/theorytab/view/wan-wan/divas-device#intro,"4,6,4,6"
Taylor Swift,The Best Day,Bridge,http://www.hooktheory.com/theorytab/view/taylor-swift/the-best-day#bridge,"4,6,4,6"
Melanie Martinez,Dollhouse,Verse,http://www.hooktheory.com/theorytab/view/melanie-martinez/dollhouse#verse,"4,6,4,6"
Ozzy Osbourne,Mr Crowley,Verse,http://www.hooktheory.com/theorytab/view/ozzy-osbourne/mr-crowley#verse,"4,6,4,6"
Echo and the Bunnymen,The Killing Moon,Verse,http://www.hooktheory.com/theorytab/view/echo-and-the-bunnymen/the-killing-moon#verse,"4,6,4,6"
Toby Fox,Megalo Strikes Back,Pre-Chorus,http://www.hooktheory.com/theorytab/view/toby-fox/megalo-strikes-back#pre-chorus,"4,6,4,6"
ZUN,Blue Sea of 53 Minutes,Verse,http://www.hooktheory.com/theorytab/view/zun/blue-sea-of-53-minutes#verse,"4,6,4,6"
Rebecca Sugar,Full Disclosure - Steven Universe,Bridge,http://www.hooktheory.com/theorytab/view/rebecca-sugar/full-disclosure---steven-universe#bridge,"4,6,4,6"
Tegan and Sara,Everything Is Awesome,Bridge,http://www.hooktheory.com/theorytab/view/tegan-and-sara/everything-is-awesome#bridge,"4,6,4,5"
Yuki Nagato,Yuki Muon Madobe Nite,Intro and Verse,http://www.hooktheory.com/theorytab/view/yuki-nagato/yuki-muon-madobe-nite#intro-and-verse,"4,6,4,5"
Christopher Tin,Baba Yetu,Instrumental,http://www.hooktheory.com/theorytab/view/christopher-tin/baba-yetu#instrumental,"4,6,4,5"
Arty and Matisse and Sadko,Riot,Chorus,http://www.hooktheory.com/theorytab/view/arty-and-matisse-and-sadko/riot#chorus,"4,6,4,5"
Brand New,At The Bottom,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/brand-new/at-the-bottom#pre-chorus-and-chorus,"4,6,4,5"
The Buggles,Video Killed The Radio Star,Instrumental,http://www.hooktheory.com/theorytab/view/the-buggles/video-killed-the-radio-star#instrumental,"4,6,4,5"
Mr Death,Red Velvet,Chorus,http://www.hooktheory.com/theorytab/view/mr-death/red-velvet#chorus,"4,6,4,5"
Nintendo,Warioware DIY- Jimmy's Aerobics,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/nintendo/warioware-diy--jimmys-aerobics#verse-and-pre-chorus,"4,6,4,5"
Van Halen,Right Now,Intro,http://www.hooktheory.com/theorytab/view/van-halen/right-now#intro,"4,6,4,5"
SoulEye,Passion for Exploring,Verse,http://www.hooktheory.com/theorytab/view/souleye/passion-for-exploring#verse,"4,6,4,2"
Queen,The Show Must Go On,Chorus,http://www.hooktheory.com/theorytab/view/queen/the-show-must-go-on#chorus,"4,6,4,2"
nanobii,astral blast,Chorus,http://www.hooktheory.com/theorytab/view/nanobii/astral-blast#chorus,"4,6,4,2"
Scarab,Vagabond,Chorus,http://www.hooktheory.com/theorytab/view/scarab/vagabond#chorus,"4,6,4,2"
James Lowndes and Paul Lowndes,Only You - Joshua Ollerton Remix,Pre-Chorus,http://www.hooktheory.com/theorytab/view/james-lowndes-and-paul-lowndes/only-you---joshua-ollerton-remix#pre-chorus,"4,6,4,2"
QT,Hey QT,Verse,http://www.hooktheory.com/theorytab/view/qt/hey-qt#verse,"4,6,4,2"
The Heavy,Stuck,Verse,http://www.hooktheory.com/theorytab/view/the-heavy/stuck#verse,"4,6,4,3"
David Wise,Donkey Kong Country - Aquatic Ambience,Verse,http://www.hooktheory.com/theorytab/view/david-wise/donkey-kong-country---aquatic-ambience#verse,"4,6,4,27"
David Wise,Donkey Kong Country - Aquatic Ambience,Chorus,http://www.hooktheory.com/theorytab/view/david-wise/donkey-kong-country---aquatic-ambience#chorus,"4,6,4,27"
Bonnie Raitt,I Can't Make You Love Me,Verse,http://www.hooktheory.com/theorytab/view/bonnie-raitt/i-cant-make-you-love-me#verse,"4,6,4,16"
Colbie Caillat,Realize,Pre-Chorus,http://www.hooktheory.com/theorytab/view/colbie-caillat/realize#pre-chorus,"4,6,5,4"
Drake,Take Care,Verse,http://www.hooktheory.com/theorytab/view/drake/take-care#verse,"4,6,5,4"
Kelly Clarkson,Breakaway,Verse,http://www.hooktheory.com/theorytab/view/kelly-clarkson/breakaway#verse,"4,6,5,4"
Led Zeppelin,Stairway to Heaven,Solo,http://www.hooktheory.com/theorytab/view/led-zeppelin/stairway-to-heaven#solo,"4,6,5,4"
Metallica,Nothing Else Matters,Verse,http://www.hooktheory.com/theorytab/view/metallica/nothing-else-matters#verse,"4,6,5,4"
Nelly,Ride With Me,Chorus,http://www.hooktheory.com/theorytab/view/nelly/ride-with-me#chorus,"4,6,5,4"
Oasis,Don't Go Away,Verse,http://www.hooktheory.com/theorytab/view/oasis/dont-go-away#verse,"4,6,5,4"
Usher,DJ Got Us Fallin' In Love,Chorus,http://www.hooktheory.com/theorytab/view/usher/dj-got-us-fallin-in-love#chorus,"4,6,5,4"
Taylor Swift,Red,Verse,http://www.hooktheory.com/theorytab/view/taylor-swift/red#verse,"4,6,5,4"
Kim Carnes,Bette Davis Eyes,Intro,http://www.hooktheory.com/theorytab/view/kim-carnes/bette-davis-eyes#intro,"4,6,5,4"
Demi Lovato,Skyscraper,Chorus,http://www.hooktheory.com/theorytab/view/demi-lovato/skyscraper#chorus,"4,6,5,6"
Demi Lovato,Skyscraper,Intro,http://www.hooktheory.com/theorytab/view/demi-lovato/skyscraper#intro,"4,6,5,6"
Usher,OMG,Bridge,http://www.hooktheory.com/theorytab/view/usher/omg#bridge,"4,6,5,6"
Florence and the Machine,Swimming,Verse,http://www.hooktheory.com/theorytab/view/florence-and-the-machine/swimming#verse,"4,6,5,6"
Martin Solveig,The Night Out - Madeon Remix,Pre-Chorus,http://www.hooktheory.com/theorytab/view/martin-solveig/the-night-out---madeon-remix#pre-chorus,"4,6,5,6"
The Wreckers,Leave The Pieces,Verse,http://www.hooktheory.com/theorytab/view/the-wreckers/leave-the-pieces#verse,"4,6,5,6"
Justin Scharvona,Croc The Adventure Begins,Verse,http://www.hooktheory.com/theorytab/view/justin-scharvona-/croc-the-adventure-begins#verse,"4,6,5,6"
Dragonforce,Through the Fire and Flames,Chorus Lead-Out,http://www.hooktheory.com/theorytab/view/dragonforce/through-the-fire-and-flames#chorus-lead-out,"4,6,5,6"
Blind Guardian,Nightfall,Verse,http://www.hooktheory.com/theorytab/view/blind-guardian/nightfall#verse,"4,6,5,6"
David Tavare,Summer Love,Verse,http://www.hooktheory.com/theorytab/view/david-tavare/summer-love#verse,"4,6,5,6"
Ozzy Osbourne,Crazy Train,Chorus,http://www.hooktheory.com/theorytab/view/ozzy-osbourne/crazy-train#chorus,"4,6,5,6"
Lorde,Team,Chorus,http://www.hooktheory.com/theorytab/view/lorde/team#chorus,"4,6,5,6"
Hillsong Young and Free,Alive,Intro,http://www.hooktheory.com/theorytab/view/hillsong-young-and-free/alive#intro,"4,6,5,6"
Hillsong Young and Free,Alive,Verse,http://www.hooktheory.com/theorytab/view/hillsong-young-and-free/alive#verse,"4,6,5,6"
Hillsong Young and Free,Alive,Pre-Chorus,http://www.hooktheory.com/theorytab/view/hillsong-young-and-free/alive#pre-chorus,"4,6,5,6"
Hillsong Young and Free,Alive,Chorus,http://www.hooktheory.com/theorytab/view/hillsong-young-and-free/alive#chorus,"4,6,5,6"
Hillsong Young and Free,Alive,Chorus Lead-Out,http://www.hooktheory.com/theorytab/view/hillsong-young-and-free/alive#chorus-lead-out,"4,6,5,6"
Hillsong Young and Free,Alive,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/hillsong-young-and-free/alive#pre-chorus-and-chorus,"4,6,5,6"
The Living End,All Torn Down,Intro,http://www.hooktheory.com/theorytab/view/the-living-end/all-torn-down#intro,"4,6,5,6"
Savant,Sledgehammer,Chorus Lead-Out,http://www.hooktheory.com/theorytab/view/savant/sledgehammer#chorus-lead-out,"4,6,5,6"
Rihanna,What Now,Chorus,http://www.hooktheory.com/theorytab/view/rihanna/what-now#chorus,"4,6,5,6"
Ariana Grande,One Last Time,Chorus,http://www.hooktheory.com/theorytab/view/ariana-grande/one-last-time#chorus,"4,6,5,6"
Deathro,Mega Man Infamous Intent -Barbarian Plain,Outro,http://www.hooktheory.com/theorytab/view/deathro/mega-man-infamous-intent--barbarian-plain#outro,"4,6,5,6"
Robyn,Indestructible,Chorus,http://www.hooktheory.com/theorytab/view/robyn/indestructible#chorus,"4,6,5,6"
Deathro,Mega Man Infamous Intent - Hunt of the Reaper,Outro,http://www.hooktheory.com/theorytab/view/deathro/mega-man-infamous-intent---hunt-of-the-reaper#outro,"4,6,5,6"
Old Spice,Dadsong,Chorus,http://www.hooktheory.com/theorytab/view/old-spice/dadsong#chorus,"4,6,5,6"
Blink 182,Give Me One Good Reason,Bridge,http://www.hooktheory.com/theorytab/view/blink-182/give-me-one-good-reason#bridge,"4,6,5,6"
Cloud Nothings,I'm Not Part of Me,Pre-Chorus,http://www.hooktheory.com/theorytab/view/cloud-nothings/im-not-part-of-me#pre-chorus,"4,6,5,6"
Ellie Goulding,Lost And Found,Chorus,http://www.hooktheory.com/theorytab/view/ellie-goulding/lost-and-found#chorus,"4,6,5,6"
Nico and Vinz,That's How You Know,Verse,http://www.hooktheory.com/theorytab/view/nico-and-vinz/thats-how-you-know#verse,"4,6,5,6"
Eric Whitacre,Sleep,Pre-Chorus,http://www.hooktheory.com/theorytab/view/eric-whitacre/sleep#pre-chorus,"4,6,5,6"
Britney Spears,Criminal,Bridge,http://www.hooktheory.com/theorytab/view/britney-spears/criminal#bridge,"4,6,5,6"
Saves The Day,Freakish,Pre-Chorus,http://www.hooktheory.com/theorytab/view/saves-the-day/freakish#pre-chorus,"4,6,5,6"
Deakin,Golden Chords,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/deakin/golden-chords#verse-and-pre-chorus,"4,6,5,6"
